,fleet,problem_log,corrective_action,delay_code,station_delay_minutes,d&c_category,ata4_code,ata4_desc
21034,B737-900ER,seat back 20e flaps fwd,replaced both seat stops checks normal,TA,51,Delay>15mins,2500,equipment furnishings general
21035,B737-900ER,during water leak t s see previous lg pg found drain screensunder both forward galley coffee makers clogged cleaned screens no help will not drain,cleaned coffee makers drain line removed debris drains for coffee maker sink drains ops checks good leak checks good ,TA,120,Delay>15mins,2500,equipment furnishings general
21036,B737-900ER,to report delay only 4 seat covers soiled ,delay reported,TL,9,Delay 6-15mins,2520,passenger compartment
21037,B737-900ER,trash compartment door 414 inside compartment 410 has come offhinges aft galley,rebonded inserts and reinstalled door ref 25 32 03,TA,8,Delay 6-15mins,2520,passenger compartment
21062,B737-900ER,bulkhead wall at 7def loose at top,reseated bulkhead ref amm 25 24 15,TA,47,Delay>15mins,2500,equipment furnishings general
21063,B737-900ER,slide at door 2l is hanging low,repacked slide at l2 door ref 25 66 01 400 803 ops checks good okfor service,TA,64,Delay>15mins,2500,equipment furnishings general
21064,B737-900ER,seat 33e needs seat cover seat belts u165653 is inactive ,replaced seat cushion at 33e okay for service also replaced seat belt 33e okay for service ,TL,6,Delay 6-15mins,2500,equipment furnishings general
21065,B737-900ER,seat 26e cusion soiled ,replaced seat cover at 26e ,TF,8,Delay 6-15mins,2500,equipment furnishings general
21066,B737-900ER,crew reported 2 ea o h life raft seals are broken 1st and 3rd from the front of a c ,inspected both compartments no discrepancies found installed new seals on compartments ,TA,18,Delay>15mins,2500,equipment furnishings general
21103,B737-900ER,seat 7d will not stay upright ,found button stuck adjusted button and unlocked seat ops check good ,TF,21,Delay>15mins,2500,equipment furnishings general
21104,B737-900ER,two turn locks at 403 lose wont stay in open ,removed and replaced both comp 403 1 4 turn latches okay for svcremoved pla ,TL,10,Delay 6-15mins,2500,equipment furnishings general
21105,B737-900ER,first class overhead life raft seal missing,reinspected life raft compartment and reinstalled seal placardremoved ,TF,12,Delay 6-15mins,2500,equipment furnishings general
21106,B737-900ER,lav e changing table broken off wall ,replaced table wall station at lavatory eok to continue,TF,20,Delay>15mins,2500,equipment furnishings general
21107,B737-900ER,seat 36a electrical box cover below seat is loose capt s id invalid 136808 ,ops check good,TA,5,Delay 0-5mins,2500,equipment furnishings general
21108,B737-900ER,forward life raft seal broken ,replaced life raft compartment seal ,TA,27,Delay>15mins,2500,equipment furnishings general
21109,B737-900ER,forwars lavatory toilet seat will not stay up causing people to urinate all over seat top,replaced non magnetic stopper with magnetic stopper ops test good,TF,18,Delay>15mins,2500,equipment furnishings general
21110,B737-900ER,aft flight attendent jumpseat will not retract,removed and replaced broken spring ops checks ok ,TA,5,Delay 0-5mins,2500,equipment furnishings general
21111,B737-900ER,trash door in forward galleyv fell completely off 109,resecured door to compartment ops checks ok,TF,19,Delay>15mins,2500,equipment furnishings general
21112,B737-900ER,water leak forward galley ,noted coffeemaker was water comminng out of it ops check normal ,TL,6,Delay 6-15mins,2500,equipment furnishings general
21113,B737-900ER,lavatory d baby changing table stuck closed ,toilet seat stuck behind changing table adjusted checked ok ,TA,25,Delay>15mins,2500,equipment furnishings general
21139,B737-900ER,seat 2e will not go full upright,adj cam on hydrolok assembly ifm 25 22 56 pla removed,TF,19,Delay>15mins,2500,equipment furnishings general
21140,B737-900ER,seat 31f will not stay upright ,replaced recline actuator,TF,28,Delay>15mins,2500,equipment furnishings general
21141,B737-900ER,forward galley rt coffee maker on off switch sticks ,r r c m pos 106 ref ipc ops checks normal placard removed rotable parts change was indicated tt 1806272 sn off 08101ipc reference coffeemaker a off 29 2599 9 0001 8026 on 29 2599 9 0001 0904,TL,5,Delay 0-5mins,2500,equipment furnishings general
21142,B737-900ER,f o seat will not adjust in the up and down position,removed and replced f o seat per amm task 25 11 01 4000801ops check good rotable parts change was indicated tt 1556376 sn off 01854seat crew 1st off 29 2511 9 0001 1854 on 29 2511 9 0001 1266,TA,33,Delay>15mins,2500,equipment furnishings general
21143,B737-900ER,aft cargo loading system inop ,re activated aft cargo loading system and ops ckd iaw amm 25 51 09 800 802 extend and retract ops normal pla removed ,TF,44,Delay>15mins,2500,equipment furnishings general
21144,B737-900ER,both over head life raft compartment seals are broken ,inspected raft compts resealed okay for service ,TA,10,Delay 6-15mins,2500,equipment furnishings general
21145,B737-900ER,floor in cabin by row 22 buckles under weight ,removed cabin floorboard applied noise reduction tape between floor beam bottom side of cabin floorboard and reinstalled floorboard ref amm 53 21 00 idt accomplished qc058380 ,TA,48,Delay>15mins,2500,equipment furnishings general
21146,B737-900ER,fwd coffee maker will not shut off water flows,replaced coffee maker at pos106 ref amm25 34 00rotable parts change was indicated tt 1886315 sn off 00904coffeemaker a off 29 2599 9 0001 0904 on 29 2599 9 0001 0734,TF,16,Delay>15mins,2500,equipment furnishings general
21147,B737-900ER,airworthiness certificate at door 1l has detached ,removed and replaced the holder certificate airworthiness atdoor 1 l,TF,11,Delay 6-15mins,2500,equipment furnishings general
21148,B737-900ER,aft trash cart stuck ,installed correctly re set wheel locks ,TL,6,Delay 6-15mins,2500,equipment furnishings general
21149,B737-900ER,slide raft pack need adjustment door 1l ,adjusted secured excess fabric on door1 slide door arms normal okay to cont ref amm25 66 00 ,TA,21,Delay>15mins,2560,emergency equipment
21150,B737-900ER,seat 20e exit row life vest out of seal not stowed,stowed and resealed pouch,TL,6,Delay 6-15mins,2560,emergency equipment
21179,B737-900ER,aft galley trash door fell off ,repaired and reinstalled trash door,TL,17,Delay>15mins,2500,equipment furnishings general
21180,B737-900ER,crew reports seat 1a will not return to upright position ,bad seat recline actuator replaced recline actuator seat 1a also adjusted clocking spindle pax seat 1a ops checked good note pax seat 2a is now in service and useable ,TF,52,Delay>15mins,2500,equipment furnishings general
21181,B737-900ER,ramp reports forward cargo bin 3 net aft of door missing upperanchor pin ,replaced forward cargo bin aft of door net ,TF,21,Delay>15mins,2500,equipment furnishings general
21182,B737-900ER,aft galley closet 602 missing screws and door falling off ,installed and secured screws in hinge ,TF,5,Delay 0-5mins,2500,equipment furnishings general
21183,B737-900ER,life vest compartment at forward fa jumpseat wont close ,relpaced life vest forward latch op checks good ,TA,16,Delay>15mins,2500,equipment furnishings general
21184,B737-900ER,seat 3b is stuck in recline position and it will not retract tothe upright position ,replaced 3b hydrolock seat recline ops checks good ,TF,53,Delay>15mins,2500,equipment furnishings general
21185,B737-900ER,aft galley position 403 small red safety latch cannot lock,replaced aft galley red latch in pos 403 ops check ok placard removed ,TF,47,Delay>15mins,2500,equipment furnishings general
21186,B737-900ER,seatback 11c will not stay upright reported by u166467 ,replaced seat 11c hydrolock ops ckd good ,TL,29,Delay>15mins,2500,equipment furnishings general
21187,B737-900ER,seat 30e male side seat belt needs replacement,replaced seat belt,TL,30,Delay>15mins,2500,equipment furnishings general
21188,B737-900ER,38b seat cushion needs replaced ,r r seat cushion cover 38b ref amm 25 20 00,TA,7,Delay 6-15mins,2520,passenger compartment
21216,B737-900ER,soiled seat cushion 22d discrepancy inputed by invalid employee number 01575,cover and cushion replaced at 22d,TS,14,Delay 6-15mins,2500,equipment furnishings general
21217,B737-900ER,blood pressure cuff used ,replaced bp cuff ,TA,2,Delay 0-5mins,2500,equipment furnishings general
21218,B737-900ER,tail skid indicator tape worn off missing ,removed and replaced tail skid indicator,TM,67,Delay>15mins,2500,equipment furnishings general
21219,B737-900ER,seat 2f headrest broken,reinstalled headrest 2f iaw dmm25 22 00 no further defect noted employee v902131 is invalid using u114765 for imput only,TA,2,Delay 0-5mins,2500,equipment furnishings general
21220,B737-900ER,bottom cushion covers soiled at seats 30c 31f ,replaced 30c 31f bottom cushion covers okay to continue ,TA,2,Delay 0-5mins,2500,equipment furnishings general
21221,B737-900ER,fa aft control panel has a cracked glass ,rpl aft acp ref amm 25 25 11 400 802 25 25 11 840 801 cross loaded data from forward acp to aft acp ckd configuration ref 23 42 03 700 801 ops ckd ok rotable parts change was indicated tt 1720587 sn off 01132ipc reference panel assy s off 29 3115 9 0008 1132 on 29 3115 9 0013 1614,TN,395,Delay>15mins,2500,equipment furnishings general
21222,B737-900ER,seat 4e forward escutchion has fallen off ,installed new escucheon 4e int s cleared ,TA,4,Delay 0-5mins,2520,passenger compartment
21256,B737-900ER,for delay purposes only,for delay purposes only,TA,7,Delay 6-15mins,2500,equipment furnishings general
21257,B737-900ER,for tdr purposes onlypla forward flightattend jumpset missing required sign to beplaced by a first class seat ,installed required sign on a first class seat okay tocontinue ,TL,24,Delay>15mins,2500,equipment furnishings general
21258,B737-900ER,cockpit halon fire extinguisher missing safety pin ,replaced missing halon pin ,TL,39,Delay>15mins,2500,equipment furnishings general
21259,B737-900ER,upk kit used,replaced upk kit,TL,10,Delay 6-15mins,2500,equipment furnishings general
21260,B737-900ER,seat bottom cushion 11 c needs to be replaced ,replaced cushion and cover ,TA,1,Delay 0-5mins,2500,equipment furnishings general
21262,B737-900ER,aft lt flightatt jumpseat does not retract automatically,rpl d torsion flat spring on aft flightatt jumpseat ref itm 135 ipc 25 25 12 12l wpb u257164,TL,2,Delay 0-5mins,2500,equipment furnishings general
21263,B737-900ER,mid cabin lavatory door wont latch ,replaced mid lavatory door lock ck s ok ,TL,14,Delay 6-15mins,2500,equipment furnishings general
21264,B737-900ER,seat 4a inop ,replaced spindle clamp ref cmm25 23 52,TF,11,Delay 6-15mins,2500,equipment furnishings general
21265,B737-900ER,seat cushion soaked at 9f ,replaced cushion cover belts u007743 ,TL,15,Delay 6-15mins,2500,equipment furnishings general
21266,B737-900ER,overhead bins row 28 29 30 right side f a s say they seem to be sagging,redecured stowe bins to the eye bolt mounts,TA,63,Delay>15mins,2500,equipment furnishings general
21267,B737-900ER,fwd jumpseat will not spring stow position ,replaced torsion springs ref mm 25 25 12 ops ckd good mel removed ,TF,28,Delay>15mins,2520,passenger compartment
21294,B737-900ER,fwd cargo loading system inop,found debris obstructing loading system operation removed debrisoperated loading system several times ops chks good pla removed ,TF,45,Delay>15mins,2500,equipment furnishings general
21295,B737-900ER,seat 4e seatback will not stay upright ,r r d seat recline hydrolock ops check good a c o k forcontinued service p n 1011535 001c,TA,77,Delay>15mins,2500,equipment furnishings general
21296,B737-900ER,fwd f a jumpseat back broken,replaced forward outer f a jumpseat back board ref ipc 25 25 12 88e ,TF,24,Delay>15mins,2500,equipment furnishings general
21297,B737-900ER,seats 21abc are inoperable due to mel 3520a do not use seats seats placarded,reference lp 8177864 o2 door repaired and secured this mel nowalso closed and the seat usable ,TF,14,Delay 6-15mins,2500,equipment furnishings general
21298,B737-900ER,carpet loose abeam row 14,carpet secured,TA,15,Delay 6-15mins,2510,flight compartment equipment
21332,B737-900ER,log opened for delay reporting ,flight att had hard time to engage girt bar for door l1 doorslide after door closed and jetway pulled rearanged slideinside covergirt bar engages operation ckd good note slide pack never removed from the l1 door ,TL,13,Delay 6-15mins,2500,equipment furnishings general
21333,B737-900ER,seat 1f will not move to upright locked positiion ,seat 1f and 2f are placed on mel they are not useable emp,TF,17,Delay>15mins,2500,equipment furnishings general
21334,B737-900ER,seat 1f will not stay upright ,replaced seat actuator ref mm 25 22 00,TF,56,Delay>15mins,2500,equipment furnishings general
21335,B737-900ER,seat 30d won t stay upright,adjusted seat recline cable at 30d ops check normal wpm u117468 ,TL,8,Delay 6-15mins,2500,equipment furnishings general
21336,B737-900ER,stow bin at 37abc needs a locking latch installed ,stow bin 37abc does not use locking latch ref lp 8128010for corrective action of locking latch placard removed ,TF,36,Delay>15mins,2500,equipment furnishings general
21337,B737-900ER,aed compartment seal missing block 4 invalid emp 255266 ,inventoried emer med equipment container and sealed removed oil ,TF,59,Delay>15mins,2500,equipment furnishings general
21338,B737-900ER,12d seat will not stay upright ,adjusted recline cable button ops check good,TF,29,Delay>15mins,2500,equipment furnishings general
21339,B737-900ER,seat 4f will not stay up right ,replaced seat hydraulic lock per ref 25 22 56 at seat 4f ,TF,44,Delay>15mins,2500,equipment furnishings general
21340,B737-900ER,1l slide pack falling out,replaced slide and had inspected per amm 25 66 01 400 803 inspby u015228rotable parts change was indicated tt 1679662 sn off 01898ipc reference slide b737ng off 29 2566 9 0005 8898 on 29 2566 9 0005 8508,TA,103,Delay>15mins,2560,emergency equipment
21369,B737-900ER,door lavatory aft d out of position,door lavatory d was reinstalled ops okay to continue,TL,4,Delay 0-5mins,2500,equipment furnishings general
21370,B737-900ER,fwd oven inop knob that controls temp broken oven 205,replaced knob oven 205 ops check good ,TF,48,Delay>15mins,2500,equipment furnishings general
21371,B737-900ER,seat 30d soiled,cleaned seat 30d okay for use,TF,32,Delay>15mins,2500,equipment furnishings general
21372,B737-900ER,oven 204 in forward galley causes burning smoke ,replaced oven 204 in forward galley reset c b system test goodplacard c n 761587 removed oven small st off 29 2532 9 0001 1305 on 29 2532 9 0001 4325,TL,17,Delay>15mins,2500,equipment furnishings general
21373,B737-900ER,ref l p 8214204 life raft seal broken on mel ,inspected compartment no fod found okay to cont reported byemployee u081326 ,TF,27,Delay>15mins,2500,equipment furnishings general
21374,B737-900ER,24c 26c seat cushions need replaceing,replaced 24c 26c seat cushions,TL,3,Delay 0-5mins,2500,equipment furnishings general
21375,B737-900ER,aft galley leak resulted in accumulated water in aft section ofcabin ,previouslyaccomplished immediate clean up in depth clean up sta 807 1016 ref ecra2011 01145,TF,55,Delay>15mins,2530,galleys
21377,B737-900ER,robbed forward crg pit moving carpet bulkhead from 465 need to beinstalled on 464 ref n r 8593723 for repairs accomplished ,installed repaired forward cargo pit bulkhead ref amm 25 51 31 400 801rotable parts change was indicated tt 1798040 sn off 06091ipc reference 25 51 00,TA,243,Delay>15mins,2550,additional compartments
21401,B737-900ER,ref log 7993397 seat 1e locked upright not to be occupied mel item changed to 2506a ref log page 7993398,mel changed to 2506a,TE,93,Delay>15mins,2500,equipment furnishings general
21402,B737-900ER,crew reported seat 3a out of adjustment height mismatched seat back recline ,secured seat 3a in upright position seat still unservicable unuseable seat 4a is useable reference log page 7985171,TF,76,Delay>15mins,2500,equipment furnishings general
21403,B737-900ER,tray table at 26f will not stay up,adjusted tray table at 26f ops check good,TA,12,Delay 6-15mins,2500,equipment furnishings general
21404,B737-900ER,f a forward jumpseat position closet to boarding door shoulderharness in locked position ,rpld inertia reels and seat per cmm 25 12 02,TA,40,Delay>15mins,2500,equipment furnishings general
21405,B737-900ER, 1 upk kit used ,installed new upk kit removed placard c n 733534,TF,12,Delay 6-15mins,2500,equipment furnishings general
21406,B737-900ER,aft raft cabin seal broken near row 20 ,inspected area and found no faults reasealed raft stowagecompartment ,TF,44,Delay>15mins,2500,equipment furnishings general
21407,B737-900ER,seat cushion 26d is wet and soiled needs to be replaced becaus a baby urinated on it,replaced seat cover,TA,36,Delay>15mins,2500,equipment furnishings general
21408,B737-900ER,seat 2b stuck in the reclined position,rpl recline actuator seat checks normal,TL,15,Delay 6-15mins,2520,passenger compartment
21409,B737-900ER,window shade at seat 21a wrinkles up when opening ,replaced window shade as required work performed by f5148,TF,6,Delay 6-15mins,2520,passenger compartment
21439,B737-900ER,seat back at 2e won t stay upright ,adjusted ultraloc upstop checks ok ,TA,4,Delay 0-5mins,2500,equipment furnishings general
21440,B737-900ER,aft galley cart position 403 latch inop,replaced latch ,TL,22,Delay>15mins,2500,equipment furnishings general
21441,B737-900ER,outbrd r h aft c m leaking water unsble to stop,replaced coffemaker no leak notedrotable parts change was indicated tt 1716289 sn off 00108coffeemaker a off 29 2599 9 0001 1804 on 29 2599 9 0001 8944,TL,6,Delay 6-15mins,2500,equipment furnishings general
21442,B737-900ER,small trash can missing in aft galley pos 414 ,replaced inserts ref cmm 25 00 66 and installed serviceable door assembly for waste trash comp 414ref cmm 25 32 49,TF,75,Delay>15mins,2500,equipment furnishings general
21488,B737-900ER,f o left shoulder harness will not extend emp f n 277272 invalid emp f n 267272 invalid ,replaced f o seat shoulder harness per ipc 25 11 00 800 801 c2 ops check normal t waldron u103707 ,TA,94,Delay>15mins,2500,equipment furnishings general
21489,B737-900ER,fwd galley coffee maker leaking water,reseated both coffee makers leak and ops check good a c good for service,TA,23,Delay>15mins,2500,equipment furnishings general
21490,B737-900ER,seat cushions 10c and 22c soiled ,replaced cushions ,TL,25,Delay>15mins,2500,equipment furnishings general
21491,B737-900ER,seat cushion 38c soiled ,replaced cushion and cover at 38c ,TL,10,Delay 6-15mins,2500,equipment furnishings general
21492,B737-900ER,overhead cabin compartment life raft bins seals broken ,replaced life raft seals entered for invalid employee number183197 ,TA,22,Delay>15mins,2500,equipment furnishings general
21493,B737-900ER,36e f seat cushion sliding out,replaced both seat cushions cushions stay in place,TA,20,Delay>15mins,2500,equipment furnishings general
21494,B737-900ER,seat cushion 34 a soiledemp u269225 is invlid c8648 used for sceptre entry only,r r cushion and cover 34a okay to continue,TA,5,Delay 0-5mins,2500,equipment furnishings general
21495,B737-900ER,aft left double jumpseat cushion headrest needs to be replaced used for ill passenger ,replaced cushion and cover ops ok ,TE,1,Delay 0-5mins,2500,equipment furnishings general
21524,B737-900ER,from forward galley to first class carpeting is comming up needstacked down ,secured carpet as reqd ,TA,5,Delay 0-5mins,2500,equipment furnishings general
21525,B737-900ER,1st class lavatory door knob broken and seat 28 abc soiled,tightened 1st class lavatory door knob and chgnd cushion and seatbelt assy,TL,8,Delay 6-15mins,2500,equipment furnishings general
21526,B737-900ER,seat 7e wet coffe,seat 7e placed on mel note cushion and cover replaced needs belts,TL,14,Delay 6-15mins,2500,equipment furnishings general
21527,B737-900ER,aft cargo pit 6 net missing springs on tie down restraints,removed and replaced aft pos aft cargo pit net ok to continue mel closed ,TL,26,Delay>15mins,2500,equipment furnishings general
21528,B737-900ER,aft galley inboard coffee maker leaking ,found aft galley inboard coffee maker drain clogged cleared drain coffee maker ops check good ,TA,4,Delay 0-5mins,2500,equipment furnishings general
21530,B737-900ER,ramp reports ceiling clip missing off net at forward cargo door this is forward net ,r r forward pit forward net at door iaw amm 25 50 00 ops good ,TF,5,Delay 0-5mins,2550,additional compartments
21531,B737-900ER,delay for forward cargo loading system not working called outby ramp loading bin ,delay for forward loading system magic carpet not working resetsystem ckd okay late call from ramp loading a c ,TL,9,Delay 6-15mins,2560,emergency equipment
21567,B737-900ER,fwd cargo forward l h net missing ceiling clip ,replaced net ,TL,15,Delay 6-15mins,2500,equipment furnishings general
21568,B737-900ER,compartment 710 door hinge broken,rebonded door to hinge ref r r tag r29619 moc shop 272,TA,62,Delay>15mins,2500,equipment furnishings general
21569,B737-900ER,inboard door where demo kit is stowed under f a jumpseat at 1lis loose,replaced latch at door 1l jumpseat,TA,15,Delay 6-15mins,2500,equipment furnishings general
21570,B737-900ER,l h aft lavatory has stuck cabinet door ,un stuck door for cabinet ops checks good ,TL,11,Delay 6-15mins,2500,equipment furnishings general
21571,B737-900ER,life vest removed from pouch in seat 8a,reinstalled life vest and secured ,TL,7,Delay 6-15mins,2500,equipment furnishings general
21596,B737-900ER,seat 5b will not move upright,placard was removed seat okay for service,TF,8,Delay 6-15mins,2500,equipment furnishings general
21597,B737-900ER,eemk opened only stethoscope used ,removed and replaced eemk kit rotable parts change was indicated tt 1687725 sn off 00365kit med emerg off 29 2560 9 9006 0365 on 29 2560 9 9006 0172,TF,18,Delay>15mins,2500,equipment furnishings general
21598,B737-900ER,coffee maker 106 forward galley won t brew,removed air from system and performed ops check per 25 30 00 placard removed ,TL,26,Delay>15mins,2500,equipment furnishings general
21599,B737-900ER,f o seat removed stuck seat rollers,r r d f o seat as per amm 25 11 01 400 801 ops checks goodrotable parts change was indicated tt 1558030 sn off 02122seat crew 1st off 29 2511 9 0002 2122 on 29 2511 9 0002 1968,TA,0,Cancellation,2500,equipment furnishings general
21600,B737-900ER,f o seat tracks removed f o lh forward and aft seat tracks damaged,r rd f o seat tracks as per amm 25 11 11 400 801 op checks good,TA,147,Delay>15mins,2500,equipment furnishings general
21601,B737-900ER,seat cushions missing on 36e and 36f ,replaced dirty seat bottom cushions and covers per amm 25 20 00 seating chart ,TA,10,Delay 6-15mins,2520,passenger compartment
21635,B737-900ER,seat 2a recline sttuck,replaced recline actuator ops checks good,TF,16,Delay>15mins,2500,equipment furnishings general
21636,B737-900ER,seat 3e recline function will not stay upright ,replaced hydrolock assembly ref ifm 25 22 56,TF,10,Delay 6-15mins,2500,equipment furnishings general
21637,B737-900ER,seat 3e will not go upright ,installed new clamp back spindel seat 3e ops ckd normal placard removed ,TF,12,Delay 6-15mins,2500,equipment furnishings general
21638,B737-900ER,crew reports forward coat closet corner latch hard to move ,removed and replaced latch assembly ops check good,TF,69,Delay>15mins,2500,equipment furnishings general
21639,B737-900ER,seat cushion 22e needs replacement,removed replaced 22e seat cover,TA,16,Delay>15mins,2500,equipment furnishings general
21640,B737-900ER,cockpit phone hinge broken ,replaced flightdeck interphone backplate assembly 29 2341 3 0008 nofurther defects noted ,TA,86,Delay>15mins,2500,equipment furnishings general
21641,B737-900ER,carpet sticking out at mid cabin aisle ,secured carpet ,TL,6,Delay 6-15mins,2500,equipment furnishings general
21670,B737-900ER,seat 2a will not stay upright ,replaced seat 2a seat recline actuator ,TL,4,Delay 0-5mins,2500,equipment furnishings general
21671,B737-900ER,missing upk ,installed upk kit ,TL,19,Delay>15mins,2500,equipment furnishings general
21672,B737-900ER,lav e door is sticking,shimmed lower hinge door operates normal,TL,5,Delay 0-5mins,2500,equipment furnishings general
21673,B737-900ER,seat 3f will not recline,adjusted seat 3f seat back cam ref 25 22,TA,37,Delay>15mins,2500,equipment furnishings general
21674,B737-900ER,aft coffeemaker 419 missing splach gaurd item entered for captains file number that will not work ,installed missing splash guard ops checks good,TF,5,Delay 0-5mins,2510,flight compartment equipment
21675,B737-900ER,seat 37b needs cushion ,removed replaced seat cushion cover at seat 37b per amm 25 22 00 100 801 08919 for entry only contract mech faa no 2817934,TA,20,Delay>15mins,2520,passenger compartment
21676,B737-900ER,emk seal broken was not used ,replaced eemkrotable parts change was indicated tt 1821650 sn off 01160ipc reference ,TF,20,Delay>15mins,2560,emergency equipment
21701,B737-900ER,for tdr purposes onlyneed 5 additional infant life vests,dropped off the addtional life vests okay to continue ,TL,10,Delay 6-15mins,2500,equipment furnishings general
21702,B737-900ER,aft galley 2 fa safety demos missing under fa jumpseats,installed safety demos that are missing okay to continueref ea2560 02600 rev a,TA,13,Delay 6-15mins,2500,equipment furnishings general
21703,B737-900ER,seat 20c seat cushion needs replacing ,replaced cover ,TF,6,Delay 6-15mins,2500,equipment furnishings general
21704,B737-900ER,fwd lt coffee maker leaking during brewing cycle position 105,removed and replaced forward lt coffee maker postion 105 ref amm 25 34 00 ops check normal no leaks noted rotable parts change was indicated tt 1557407 sn off 00220ipc reference 25 34 00coffeemaker a off 0000 on 29 2599 9 0001 9713,TL,12,Delay 6-15mins,2500,equipment furnishings general
21705,B737-900ER,water leaking in aft flight attendant station ,found coffee maker overflowed stopped it from flowing cleanersmopped up the water ,TA,10,Delay 6-15mins,2500,equipment furnishings general
21706,B737-900ER,fwd cargo loading system inop ,replaced drive unit belts and carpet per cmm 25 53 06rotable parts change was indicated tt 1804287 sn off 02078drive assy sl off 59 2550 9 0008 2078 on 59 2550 9 0008 2040,TF,5,Delay 0-5mins,2500,equipment furnishings general
21707,B737-900ER,seat 10a does not stay upright,replaced seat recline actuator ,TL,21,Delay>15mins,2500,equipment furnishings general
21708,B737-900ER,seat 1a will not return to full upright position,replaced recline actuator adjusted to operate normally,TA,5,Delay 0-5mins,2500,equipment furnishings general
21739,B737-900ER,water running overflowing on coffeemaker 105,rpl d coffeemakerrotable parts change was indicated tt 1709687 sn off 07201ipc reference coffeemaker a off 29 2599 9 0001 8112 on 29 2599 9 0001 8361,TL,5,Delay 0-5mins,2500,equipment furnishings general
21740,B737-900ER,flight attendent jumpset 1l latches but latches remain extended compartment ,adjusted latches to fit flush ops check ok ,TF,15,Delay 6-15mins,2500,equipment furnishings general
21741,B737-900ER,screw missing on coffee maker handle 105,installed missing screw okay to use ,TL,3,Delay 0-5mins,2500,equipment furnishings general
21742,B737-900ER,life raft compartment seal is broken aft accomplished visual inspection note pilot 40917 invalid ,inspected compartment and resealed life raft row 24 ,TF,21,Delay>15mins,2500,equipment furnishings general
21743,B737-900ER,red retaining lever in forward galley broken capt s id invalid 268013 ,installed new latch at position 107 in forward galley per ifm 25 38 333 ,TL,23,Delay>15mins,2500,equipment furnishings general
21744,B737-900ER,eyeball vent left side cockpit ceiling stuck ,r r eyeball vent in lh ceiling of cockpit ops check normal placard removed okay to continue in service ,TF,13,Delay 6-15mins,2500,equipment furnishings general
21745,B737-900ER,spare demo bag missing,replaced demo bag,TA,11,Delay 6-15mins,2500,equipment furnishings general
21746,B737-900ER,fwd galley coffee maker pos 106 lleaking,removed and replaced coffee maker checked for leaks no leaks found bleed coffe air out of coffe maker no defects found ops normal work performed by emp 74205,TF,11,Delay 6-15mins,2500,equipment furnishings general
21747,B737-900ER,seat 8e bottom soiled ,replaced 8e seat cover ,TL,12,Delay 6-15mins,2520,passenger compartment
21777,B737-900ER,seat 5b armrest inop,adjusted armrest at seat 5b,TA,10,Delay 6-15mins,2500,equipment furnishings general
21778,B737-900ER,to report delay only clogged lavatory sink,delay reported sink unclogged,TL,14,Delay 6-15mins,2500,equipment furnishings general
21779,B737-900ER,seat cushion 38 b d soiled,replaced seat cushions at 38 b d plac removed,TL,9,Delay 6-15mins,2500,equipment furnishings general
21780,B737-900ER,windshield needs cleaning ,cleaned windshield a c okay to continue ,TL,19,Delay>15mins,2500,equipment furnishings general
21781,B737-900ER,seat 8d is stuck in recline position reported by b3713,removed and replaced hydrolock at 8d ops check ok,TL,18,Delay>15mins,2500,equipment furnishings general
21782,B737-900ER,f o oxygen mask oxygen on flag remains in view even when o2 not being used,restowed mask by u113859,TA,6,Delay 6-15mins,2500,equipment furnishings general
21783,B737-900ER,fwd coffee maker leaking ,reseated coffee pot ops checks good ,TL,11,Delay 6-15mins,2500,equipment furnishings general
21784,B737-900ER,latch at position 411 is missing ,replaced latch at 411 ops check good ,TL,4,Delay 0-5mins,2500,equipment furnishings general
21785,B737-900ER,f o oxygen mask white reset flag indicates oxygenon and would not reset ,r r f o mask o2 stowage box per amm 35 12 85 400 801 ok for service ata 25 used in error by mx control ,TA,72,Delay>15mins,2500,equipment furnishings general
21786,B737-900ER,armrest needs repair for seat 5b piece tnat fell off ison center console in cockpit ,replaced armrest okay for service ,TA,46,Delay>15mins,2500,equipment furnishings general
21787,B737-900ER,5b silver arm pice lose,secured silver arm cap seat 5b,TF,30,Delay>15mins,2500,equipment furnishings general
21788,B737-900ER,seats 30c and 31a wont stay upright position ,adjusted recline control buttons at seats 30c 31a reclineck d normal pla removed ,TF,26,Delay>15mins,2520,passenger compartment
21789,B737-900ER,caterer reports aft galley trash compartment door 402 fell off,re installed aft galley trash compartment door 402 ops ck d normal placard removed ,TF,5,Delay 0-5mins,2530,galleys
21790,B737-900ER,coffee maker at location 420 in aft galley doesnt brew no water ,replaced coffee maker at location 420 op check good ref amm 25 30 00rotable parts change was indicated tt 1670801 sn off 00476coffeemaker a off 29 2599 9 0001 0476 on 29 2599 9 0001 8412,TA,8,Delay 6-15mins,2530,galleys
21829,B737-900ER,fo seat not working properly,adjusted vertical adjustment cable seat ops ok amm 25 11 01 200 808 ,TF,10,Delay 6-15mins,2500,equipment furnishings general
21830,B737-900ER,seat 15b soiled ,replaced cushion cover ,TF,6,Delay 6-15mins,2500,equipment furnishings general
21831,B737-900ER,trash bin bi fold door 402 has broken away from sealant in aft channel aft galley ,rebonded door hinge trim and reinstalled door back on the aircraft ok to continue,TL,25,Delay>15mins,2530,galleys
21857,B737-900ER,exposed wires under seat 1e ,installed new retaining clips for cover fasteners cover secured no wires showing ,TF,62,Delay>15mins,2500,equipment furnishings general
