,problem_log,cos_similarity,corrective_action
2135,coffee maker 106 2 is leaking water,0.6116793144372368,accomplished insp of e e compartment for water contamination iaw ec ra 2011 01000 galley spill sec 2b no evidence of water and orcoffee found contacted tomc to gen a dip for a hvy check supp insp per sec 2c whithin 18 months 
2136,headrest at 38f is broken,0.11322770341445974,r r head rest okay to continue 
2137,38f life vest pouch broken reported by cabin crew,0.253184841770917,installed pouch and sealed
2138,f o s seat vertical adjustment inop,0.1790287185098585,replaced vertical adjustment spring reinstalled seat assembly peramm task 25 11 01 400 807
2139,fwd cargo loading system has broken hinge on limit switchflapper,0.33898345324875145,rpl forward cargo loading system limit switch flapper restored forward cargo system for service ops check good
2140,fwd cargo loading system safety flap broken,0.32081182634096933,safety flap assembly left in forward cargo compartment removed forward loading system safety flap removed amm 25 51 36 forward cargo loading isalready on deferral ref l p 8082389
2141,trim piece on door hinge at 1l fell off ,0.2567762955065482,placed on mel 2510bf trim piece in flight deck 
2142,seat 35c needs seat bottom cover ,0.30261376633440173,replaced seat bottom cover at 35c ref gmm 06 35 10 
2143,34b headrest detached ,0.11322770341445974,removed and replaced 34b headrest assy ok for service 
2144,seat 32c does not recline,0.11322770341445974,adjusted hydro lock ops ok 
2145,slide pack door 1l hanging out of casing needs to be reset,0.2727502750697193,reinstalled girt bar attachment as required in ref to amm 25 66 01 400 803 okay to continue rii u225744
2146,work table at station 702 forward galley needs fastener,0.26207120918047994,resecured
2147,fwd aft release lever on f o seat is loose causingit not to lock has an h on it,0.2778311914457611,removed and replaced f o s seat in accordance with amm 25 11 01 400 801 complied with ck s and insp items seat operates normallyrotable parts change was indicated tt 1557468 sn off 08292seat crew 1st off 29 2511 9 0001 8292 on 29 2511 9 0002 4645
2148,21c seatback pocket is broken,0.08006407690254368,please ref lp 8305080 for open status 8605080 is a dup 
2149,seat 32fwont stay upright,0.1961161351381843,replaced seat 32f recline cable seat ops check good work accomplished by u106682
2150,following seats are all missing life vest pouch seals 12c 15e 15c 20d 21b 24d 25b 26b 29c 30b ,0.38491763643776145,inspected replaced all missing seals ok to continue original l p 7503835 already used on a c 822 used serialized non routine 4268857 instead 
2151,seat 35e life vest holder damaged,0.2025478734167336,replaced life vest holder ref gmm 05 20 10
2152,dr il megaphone inoperable reported by capt this non routine entered for delay tracking only no lp found,0.30487492181010595,performed ops check of megaphone ops check good
2153,12e carpeting out up hazardous to pax and flight attendentswalking by ,0.30662207033593375,secured carpet okay to continue 
2154,seat 36a life vest holder diloged,0.21182963643408118,installed new life vest box 36a
2155,life vest case at lifevest missing from seat 11e,0.26693157453406474,installed life vest case and life vest and secured it at seat 11e 
2156,life vest under seat 23d fell off ,0.2442635754263805,installed and secured life vest box iaw amm25 64 00 accomplished by v912233 at sjc 
2157,life vest box 28b broken ,0.16012815380508735,replaced life vest box 28b okay for service 
2158,seat bottom cushion 27b needs to be replaced,0.2001601922563592,replaced
2159,seat 11c recline button broken ,0.16012815380508735,removed and rep seat recline button ops chkd ok
2160,life vest holder beneath seat 28c broken ,0.21182963643408118,found 28 b and c vest box broken replaced both and checks ok 
2161,seat 27a seatback will not stay up ,0.1790287185098585,removed and replaced recline button ops check normal
2162,bracket fell of seat 9e life vest fell off seat,0.20816659994661357,replaced bracket per amm 25 20 00
2163,seat 25 b seatback will not stay up right ,0.1790287185098585,inspected found recline button stuck in release recline checkgood 
2164,seat 32a headrest broken ,0.11322770341445974,secured ops check good 
2165,traytable 2e broken ,0.13074409009212287,adjusted tray table ops check good
2166,life raft compartment in f c has a broken seal adj to row 3 4 ,0.3330866937632462,inspected compartmen and installed seal closed placard
2167,coffee maker forward galley pos 106 wont come on no power reported by employee 147285 ,0.6060648356871745,replaced coffee maker position 106 reference a m m 25 34 00 400 801c1 ops checked good rotable parts change was indicated tt 1557955 sn off 00401coffeemaker a off 29 2599 9 0001 0401 on 29 2599 9 0001 8514
2168,blood pressure cuff kit needs new seal ,0.2148344622118302,found cuff kit intact no seal needed 
2169,life jacket seat 35b seal broken jacket removed,0.12070113739631706,replaced life vest box under seat 35b replaced seal okay tocontinue 
2170,seat 36a wont stay up,0.1961161351381843,replaced recline button checks ok removed placard
2171,seat 35arecline button jammed in seat does not return to upright locked ,0.1698415551216896,replaced seat button assembly seat 35a ops checks good
2172,eemk seal broken ,0.11322770341445974,r r d eemk and sealed box ok to continue rotable parts change was indicated tt 1768205 sn off 00148kit med emerg off 29 2560 9 9006 0148 on 29 2560 9 9006 0019
2173,seat 25c life vest container ties are broken,0.3673591791853229,replaced tie wraps on life vest holder by 95725
2174,compartment 428 is hard to open and close,0.3038218101251004,adjusted and secured screws ops check good 
2175,seat 29f seat bottom soiled ,0.0,replaced seat 29f seat bottom cushion cover per interiorrepair manual 
2176,fwd galley c m handle jammed ,0.228802157661215,unjammed handle sec loose placard checks ok j fabiano u095726
2177,seat back for 24a will not stay up right,0.21182963643408118,secured recline control cable ops check normal 
2178,seat 2b will not stay upright ,0.1790287185098585,removed and replaced hydrolock at seat 2b ops check normal 
2179,first class lavatory toilet seat is cracked ,0.2264554068289195,removed and replaced f c toilet seat all op s checks normal ok to continue 
2180,seat 32d stuck in recline position ,0.1513068831672008,removed broken bolt from recline actuator locking clamp replaced bolt and adjusted seat recline ops normal 
2181,30b recline button missing,0.2311250817605125,installed new recline assy seat 30b placard removed
2182,seat 1e and 1f signage missing,0.2311250817605125,replaced missing seat 1e and 1f signage placard ok to continue 
2183,seat 37c headrest inop,0.11322770341445974,replaced headrest ops ck s good okay for service w p b m3562
2184,seat 34f has broken bar,0.11322770341445974,re installed support bar on front of seat 34f ops good placardremoved 
2185,return to gate on taxi out loud vibration from first class bulkhead to beyond overwing exit rows coming from center of the overhead ,0.4079462199153166,found 22def overhead bin making noise adjusted the torque value on the bolt holding the overhead bin ops check good
2186,life vest box 25c broken,0.16012815380508735,replaced life vext box at 25c verified contents o k and sealed
2187,life vest housing 36c broken ,0.25318484177091705,replaced life vest box 36c 
2188,2l door girl bar pulled loose and hanging below door,0.25274793921627275,slide repacked iaw amm 25 22 01 400 804 work accomplished by contract mech 28092062
2189,seat 10c lifevest box hanging from seat frame ,0.25243908214870103,found pax bag to create issue installed new tie wraps and resecured box ok to continue 
2190,25a seatback will not stay upright,0.1790287185098585,replaced recline button check ok
2191,headrest inoperable at 34b,0.16012815380508735,removed and replaced headrest cover at seat 34b checks normal placard removed 
2192,seat 36d will not stay up ,0.1790287185098585,replaced actuator ops normal
2193,cleaners left a life vest in galley ,0.2547623326825344,inspected cabin all lifevests ok extra life vest removed froma c okay for service 
2194,headrest on seat 32a broken ,0.13867504905630748,found cosmatic cover velcro off resecured cover ops chkgood 
2195,seat 37e life vest nee to be stowed ,0.16343011261515358,resecured life vest box at 37e mm25 64 00 
2196,seatback at 30d has forward breakover,0.1790287185098585,resecured loose hardware on ultraloc for seat 30d seat recline now ops check normal w p b m3524
2197,seat 21a life vest container needs to be replaced ,0.3673591791853229,replaced life vest container at 21a and resealed capt s employee u216225
2198,seat 25a will not recline ,0.13867504905630748,adjusted seat actuator ops check good amm25 20 00 
2199,8c side of seat broken off sharp edge emplyee u2477110,0.2148344622118302,replaced endbay shroud at seat 8c placard removed
2200,12c traytable broken,0.16012815380508735,adjusted tray table now fuctions normal 
2201,seat cushion 8c needs to be replaced,0.2148344622118302,replaced seat cover and cushion ref amm 25 22 00
2202,seat 25c life vest cover is broken,0.32914029430219216,seat 25c seat life vest cover replaced 
2203,fwd f a jump eat does not retract,0.08006407690254368,found spring broken replaced broken spring ref 25 25 12 
2204,35d life vest container damaged,0.38030436528708234,replaced life vest container 35d and stowed life vest 
2205,window shade at seat 1a second window back stuck open ,0.24459979523511463,reinstalled seat 1a window shade ops checks ok placard removed c n 739305 
2206,ashtray mid lavatory missing ,0.21398024625545678,replaced missing mid lavatory t ash tray as required wpb ap n8877
2207,coffee maker in forward galley position 106is leaking water onthe floor,0.6309716097565108,removed and replaced coffee maker per amm 25 30 00 rotable parts change was indicated tt 1558107 sn off 00837coffeemaker a off 29 2599 9 0001 0837 on 29 2599 9 0001 0543
2208,fa and pax in row 14def say next row of seats not aligned correctlycausing less legroom after further insp by purser it appears this is a section of 3 rows that go from econ plus to econ,0.3840607646456111,removed economy plus placards from seats 14abc 15abc 12def 14def 15def ref dwg 2520dd13551 rev a 
2209,aisle air duct will not close ,0.19814848097530455,adjusted aisle air eyeball vent ops good 
2210,on taxi out f a s pax hear pattling or creaking noise mid cabin ,0.31382295723042436,several passengers stated the noise was comming from the ceiling area found two loose ceiling pnls unlatched at mounting point above stowbins secured pnls 
2211,fwd inboard f a jumpseat belt latch damaged ,0.13074409009212287,installed new forward inbd f a jumpseat idt inspected byqc006046 
2212,crew reported l2 door slide bussel lens came off ofbussel assy ,0.26419797463373945,installed bussel lens on 2l door 
2213,life vest box holder 3e inop,0.2025478734167336,replaced box secured life vest
2214,pbe aft of mid lavatory aircraft left cover will not stay in place ,0.3494282789073066,replaced aft mid lavatory pbe housing
2215,fo glarshield panel audio control panel yoke numbers inop,0.34027232683581055,removed and replaced fo s yoke trip counter op check good 
2216,blood pr cuff from rear used in flt,0.23537827088100247,replaced blood pressure cuff and sealed medical kit
2217,latch door 109 trash bin inop ,0.10741723110591508,replaced latch
2218,pbe aircraft right aft is has lost its valume seal employee 80194 no good in scptre,0.17614096918559613,r and r d aft forward pbe ref gmm 05 20 10 
2219,one flashlightfront near door 1l inop and one flashlight in aft near door 2l inop ,0.22205779584216412,replaced flashlight batteries at pos 1l 2l ops checks good
2220,aft left bathroom door won t lock,0.13867504905630748,adjusted door shims aft rth lavatory e ops checks good
2221,aft pit 5 has two torn sections in sidewall bottom along seam each about 6 inches long ,0.21569899070364434,repaired aft pit sidewall adjacent to door ref ecra 2550 01136 a c okay to continue log closed 
2222,captain s life vest missing ,0.2894143807081534,replaced life vest 
2223,the red lock for the galley cart section 108 fwd galley is loose ,0.21245914639969965,replaced latch pla removed
2224,21a tray table will not come down,0.289682729751161,adjusted tray table arms ops checks good removed placard 
2225,tray table 36b inop ,0.16012815380508735,adj tray table seat 36f
2226,10f headrest cushion fell off ,0.2547623326825344,replaced 10f headrest cushion ref amm25 22 00 
2227,tray table 34f will not stay up entered by 03366 forempl u219366 ,0.2148344622118302,installed screw and bushing ops check good ok to continue 
2228,ick missing log by 234621,0.2311250817605125,replaced ick
2229,ref mel 2517l c n 758231 blood press kit,0.18490006540840997,replcd missing bpress cuff resecured all placards previously remvd remvd bpress kit was sealed 
2230,seat back 35f soiled ,0.0,replaced soiled seatback cover seat 35f 
2231,tray table at seat 21d broken and detatched,0.1698415551216896,reinstalled missing screw on tray table arm
2232,forward lavatory does not lock properly,0.1868161794392686,removed replaced forward lavatory lock assy checks good 
2233,seat 38d life holder broken ,0.1961161351381843,replaced lifevest holder with new from stock u137196
2234,seat 20c briken tray table ,0.16012815380508735,installed missing hardware secured ops ck ok 
2235,literature pocket spring wire for 35f broken ,0.26419797463373945,replaced new spring
2236,clear plastic cover found near row 25,0.2864459496157735,panel is from plastic life vest pouch box inspected entire a cnone found broken
2237,seat 27e soiled 80634 invalid f4329 used for entry only,0.24019223070763104,r and r cushion 27e
2238,on taxi out approx 2 3s of pax heard very loud rattling noise w packs on and off returned to gate,0.3235751144647173,on taxi run checked all stow bin dampeners with ceiling panelsremoved no noise from ceiling found lout metal to metal noise at stowbin 24 right side found fasteners loose on satcom concentrator acess panel and secured no loud noise on taxi run
2239,seat cushion at 25a will not stay attached,0.2278663575938253,applied velcro
2240,upon opening of door 1l the escape slide pack slipped out frombottom of casing it didn t inflate ,0.272383521025256,re installed l 1 door slide using m m 25 66 01 400 804 for ref 
2241,emergency exit light over seat 20a is blinking and flashing light over seat 21a is out correction seat 21a sidewall light isblinking,0.3186887195995496,replaced ballast as required ops check normal removed pla 
2242,right latch on life vest compartment under aft leftflight attendant jumpseat broken,0.3585543941457892,replaced latch checks good
2243,no infant lifevest on board discrepancy with maintenance ad f a manual if required ,0.2655425022718975,replaced missing infant lifevest 10 in a bag total okay to continue 
2244,aed inop light not visible ,0.11322770341445974,reposition aed and verified light visible reseal container f n103666 
2245,38 abc bin has forward hinge damaged ,0.18681617943926854,replaced hinge as require ops check work normal placard removed
2246,capt s seat will not go down ,0.18490006540840997,removed and replaced capt s seat iaw amm 25 11 01 400 801 ops checked goodin all positions no further defects noted at this time reported employee no 237415 shows invalidrotable parts change was indicated tt 1557209 sn off 05023seat crew cap off 29 2510 9 0001 5023 on 29 2510 9 0001 6437
2247,pbe hood used in aft cabin seal broken,0.181568259800641,pbe installed aft cabinamm 25 60 00
2248,f o seat stuck no lateral movement jammed ,0.1790287185098585,lubricated seat track lateral movement checks satisfactory 
2249,aft galley work station plastic light button cover missing,0.37588925901485337,installed cover on aft attendant work light switch checks good 
2250,rt coffee maker fwd lav leaking,0.625407298837626, 2 forward galley coffeemaker checks good no leaks 
2251,log pg closed in error l p 8180164 c n 737672 mel 2506 seat 34d head rest broken,0.30725493389951397,install new head rest and cover ops check good placard removed 
2252,life vest found on floor at row 23def as reported by crew ,0.31069425495224745,upon arriving to row 23 def flightatt informed me it was an infant life vest that had been restowed in the overhead no mx req d 
2253,door 1r girt bar hard to arm and disarm ,0.1012739367083668,open slide pack readjusted girt material per amm 25 66 01 400 801 girt bar arms and disarms inspected by u116614
2254,seat 27d armrest off w u by emp 0441n,0.1790287185098585,re secured 27d aremrest ops checks good placard removed
2255,toilet paper holder broken in first class,0.2330206912141855,replaced toilet paper holder in first class 
2256,seat 8d will not recline ,0.16012815380508735,adjusted hydro lock at 8d ops check ok 
2257,seat 28c tray table tab to stow tray table broken off,0.21702868307060819,replaced latch
2258,head rest at 9c broken,0.11322770341445974,removed and replaced seat headrest assy ops check good mel removed 
2259,headrest seat 35d inoperable metal exposed ,0.1961161351381843,removed and replaced head rest at 35d ops check ok
2260,38d lifevest holder fell off,0.2311250817605125,reinstalled lifevest container under seat 38d
2261,aft lavatory a c right postion e door is off the hinge ,0.2685430777647877,re installed aft lavatory door a c right ops checks normal
2262,seat 29c emergency pouch is broken and removed ,0.16012815380508735,placarded per mel needs new box and vest
2263,seat 21e life vest holder broke off ,0.22645540682891957,replaced vest holder 
2264,first officer right shoulder harness difficult to extend to full range ,0.25122971720853143,replaced harness per amm 25 11 00 800 801c
2265,odor in back galley area repeat fa saidstale liquid comming from behind coffee pots on landing ,0.523609972668349,per tomc carpets to be cleaned ref gmm 05 30 06 
2266,center pedestal left side trim pulled out,0.26688025634181217,removed and j replaced cherry rivits ref srtm 51 40 2
2267,f o seat will not lock in place in vertical position,0.2025478734167336,replaced lift mechanism extension spring f o seat stayed installed item 90b cmm 25 11 02 pg 1060 seat ops check good okay for service 
2268,seats 9b c 10c d soiled ,0.16012815380508735,replaced cushions covers and belts 
2269,to report delay only,0.15130688316720084,delay reported
2270,to report delay only,0.15130688316720084,delay reported
2271,to report delay only,0.15130688316720084,delay reported late call for aft galley latch stuck unstuck latch 
2272,to report delay only,0.15130688316720084,delay reported
2273,to report delay only,0.15130688316720084,delay reported
2274,overhead bin 22abc will not secure closed in error ,0.22205779584216406,replaced latch
2275,seat 31f back rest need fixing ,0.24019223070763096,replaced 31f head rest ops check ok 
2276,pa mic selector button on fo s audio select panel is broken,0.1868161794392686,restored back to orginal configaration r r ops cked f o s asp per amm 23 51 00 ops cked normal rotable parts change was indicated tt 1710642 sn off 06307panel audio se off 29 2351 9 0003 6307 on 29 2351 9 0003 3354
2277,seat belts wet at 37e unable to remove ,0.08006407690254368,replaced seat belt at 37e 
2278,lifevest holder under seat 34b broken,0.18605210188381294,replaced holder under seat 34b
2279,29d life vest box broken on floor under seat,0.291275864017732,replaced life vest box and seal at 29d
2280,seat 35a will not recline,0.13867504905630748,replaced hyd locking actuator ref cmm 25 22 53 pgs 7030 7040 ops check good work acp by c gibson u103660
2281,captains cup holder missing,0.3122553023075245,previously replaced okay for service
2282,headrest 34e broken employee number 249605 invalid ,0.24426357542638047,replaced headrest cover 
2283,20d seat cushion wet need to be replaced ,0.2001601922563592,replaced 20d seat cushion 
2284,4e seat cover dirty,0.3113761843897643,replaced seat cover cushion as required
2285,seat 28a arm cap broken and seat 28f headrest cover off,0.3514317480027577,replaced 28a armrest cap and reinstalled headrest cover on 28f
2286,lifr vest container fell off 12c,0.39260352664937914,secured box and resealed
2287,bulkhead attach point at top right row 7 is broken loose ,0.21182963643408118,removed and re installed first class divider per a m m 25 24 15 000 805 ops check good 
2288,seat cushion on seat 11b needs replacement velcro holding it down is inop,0.2718574730832165,replaced seat cushion at 11b
2289,l2 door slide something hanging out of cover electrical plug hanging out left side of door 2l slidepack,0.30618621784789773,removed slide pack from door found electrical test port plug hanging down re stowed plug in pouch reinstalled slide pack and cover assembly on door amm ref 25 66 01 400 803
2290,seat 30a armrest end cap missing damaged with sharp edges exposed,0.289682729751161,replaced missing armrest cap per ifm 25 22 53 at seat 30a
2291,seat 24e will not recline recline button missing from armrest,0.24209101306752123,adjusted seat
2292,seat 20b life vest holder broken,0.21182963643408118,re installed life vest holder
2293,seat 2ab drink trays inop ,0.08006407690254368,replaced drink tray table assy 
2294,24c seat cushion soiled ,0.1698415551216896,replaced seat cushion as required accomplished by v895907 stl u019239 for input only 
2295,left and right aft lavatory sinks have clogged drains,0.2278663575938253,normal ops no problem noted
2296,life vest holder and life vest seperated form seat 9f ,0.21483446221183014,re installed life vest holder at 9f 
2297,32b won t stay upright u256531 inactive ,0.21182963643408118,replace recline button seat recline ops checks normal placard removed 
2298,seat 22a belt buckle missing,0.2264554068289195,replaced 22a seat belt mm25 00 00
2299,24f headrest cover damaged,0.3113761843897643,removed and replaced headrest cover seat okay for service removed placard 
2300,seat remote not working 31b ,0.21182963643408118,ops checked seat 31b ops checks normal 
2301,no infant life vests found in cabin,0.23302069121418556,complied with ea 2560 02600 rev a ops 1 okay for service 
2302,headset at 38c is broken,0.08006407690254368,replaced headrest frame with new pn 19 2525 0227
2303,life vest holder at 7f fell off block 4 empl u112970 is invalid used 43855 for log entry ,0.3026137663344018,secured life vest holder under seat 7f 
2304,seat cushion 35b has gum on it ,0.1432229748078868,replaced cover 
2305,fwd cargo sliding carpet inop,0.2567762955065481,repaired forward cargo loading system iaw telair slc manual 25 53 06 see form 44 0008 for work details system checks good placaredremoved rotable parts change was indicated tt 1805401 sn off 05330ipc reference telair cmm 25 53 05drive assy sl off 59 2550 9 0008 5330 on 59 2550 9 0008 2052
2306,23b life vest holder broken,0.21182963643408118,removed and replaced life vest box 23b ops normal
2307,eemk needs resealed ,0.08006407690254368,replaced eemk rotable parts change was indicated tt 1821655 sn off 01134kit med emerg off 29 2560 9 9006 1134 on 29 2560 9 9006 0459
2308,stethosope kit needs resealed ,0.13867504905630748,replaced stethosope kit 
2309,seatback will not stay upright seat 27b,0.1790287185098585,replaced recline button by b vittoria u094667
2310,oil chain broken off oil cap 1 engine,0.2567762955065481,replaced broken chain pla removed
2311,row 34 def lige vest container found on floor,0.39467610868816394,found container aft bracket broken replaced container ref amm25 64 00 900 801 ops checks and inspection normal 
2312,seat back pocket torn metal framing loose loc 10a,0.2687419249432853,replaced seatback pocket and spring placard removed 
2313,tray table coming apart at 9e,0.3307592922378896,installed tray table at 9e removed placard 
2314,36e seat back wet ,0.08006407690254368,replaced seat back cover at seat location 36e 
2315,34e lifevest compartment broken ,0.3113761843897643,removed and replaced life vest compartment at 34e okay to continue compartment sealed 
2316,ground service button on flightattd pnl missing,0.291275864017732,replaced lens ops check normal
2317,door 1l 2r emergency exit slide appears to be packed improperly and coming loose by employee 00g9216,0.3441895835553544,removed slides and refolded z fold into girt per amm 25 66 01 400 801
2318,28b underseat livest plastic container broken ,0.340154565168731,replaced lifevest container at seat 28b 
2319,seat back recline button missing at 37c employee number 161108 not reconized ,0.3297390038361976,replaced broken recline button at seat 37c op check gd 
2320,seat 37f cushion soiled,0.1698415551216896,ref log 4411128 c w
2321,life vest at seat 32b became detached,0.1513068831672008,secured life vest box
2322,wheel chair storage kit mising ,0.3004626062886663,installed wheel chair storage kit 
2323,seat cushions soiled 37d e f ,0.228802157661215,replaced seat cushions
2324,9e and 11b lifevest holders loose ,0.18681617943926854,reinstalled holders 
2325,cabin floor damaged by cockpit bdoor tsop,0.3489912202260568,repaired damage floor by cockpit okay to continuee8981 used for sceptre entry
2326,side panel off wall at seat 12femp 159590 invalid,0.2264554068289195,secured sidewall kick panel at 12def ok for service
2327,26c seat recline broken,0.13867504905630748,installed new shear pins per ecra 2521 01806
2328,seat 25f will no stay upright ,0.1790287185098585,rpl recline cable assy 
2329,soiled seat cushions 38d 21d ,0.2001601922563592,replaced seat cushions at 38d 21d 
2330,jumpseat at door 2l is hard to pull out,0.08006407690254368,lubed jumpseat ops normal
2331,aft cargo pit loading system elec inop ,0.25423758993656376,operated aft cargo pit load sys ops ckd good returned to normal config pla removed 
2332,window shade 29a stuck ,0.1961161351381843,item placed on pla 
2333,gate return seat 24c back is blocking er exit row,0.277350098112615,re attchehed button assy seat back recline checks normal re cline button found button pushed in 
2334,constant rattling noise comming from ceiling above seats2e aand 2f ,0.5181348569650498,found vent fan too close to bin housing relocated rattle stopped no maint malfunction or problem 
2335,upk opened and used for vomit on seats 5def,0.16012815380508735,replaced upk
2336,seat life vest at 20a 21a 9a 34b and 12b reported unsealed,0.1961161351381843,inspected and resealed vest boxes at seats specified replaced1 red vest strap at 20asatisfactory for flight
2337,fire extingisher in cockpit missing safety and pin,0.3333333333333337,istalled safety pins okay for svc
2338,item entered for delay aft cargo magic carpet inop ,0.2886751345948133,juf entered
2339,fwd cargo loading inop,0.25423758993656376,cleaned cannon plugs and micro switches for forward cargo loading system reset c b s system operates normal ran system several times fore and aft with no trouble noted 
2340,fwd cargo loading inop,0.25423758993656376,reset c b s ops checks good
2341,fwd cargo loading system inop ,0.2664693550105969,replaced drive assembly and all belts ref cmm 25 53 06 form 44 0008 used for work continuationrotable parts change was indicated tt 1672476 sn off 06142ipc reference 25 53 06drive assy sl off 59 2550 9 0008 6142 on 59 2550 9 0008 4618
2342,fwd cargo loading system inop ,0.2664693550105969,reactivated forward cargo loading system and performed ops chk system operated normal with no defects noted pla removed and forward cargo system restored to normal configs 
2343,fwd cargo loading system inop ,0.2664693550105969,removed and erplaced forward cargo loader relay r670 ref fim 25 51 00 810 802 ops check good mel removed 
2344,fwd cargo loading system inop ,0.2664693550105969,replaced drive unit belts and carpet per cmm 25 53 06rotable parts change was indicated tt 1804287 sn off 02078drive assy sl off 59 2550 9 0008 2078 on 59 2550 9 0008 2040
2345,fwd cargo loading system inop ,0.2664693550105969,downpowered and repowered entire aircraft forward cargo loading system ops check normal 
2346,fwd cargo loading system inop ,0.2664693550105969,cycled c b on forward cargo loading system performed op check refamm 25 51 30 700 801c5
2347,fwd cargo loading system inop ,0.2664693550105969,removed and replaced cargo loading belts ref telair slidingcarpet manual 25 53 05 ops normal placard closed 
2348,fwd cargo loading system inop ,0.2664693550105969,found and removed debris from under carpet reactivated and performed ops ckd per 25 51 3o ops ckd good at this time acft okay for service
2349,fwd cargo loading system inop ,0.2664693550105969,installed switch follower ops check ok removed placard 
2350,fwd cargo loading system inop ,0.2664693550105969,ops check forward cargo loading system and check good ref amm 25 51 30
2351,fwd cargo loading system inop ,0.2664693550105969,removed and replaced drive assembly and 8 belts per telair 25 53 06 ops check normal pla c n 804549 cleared rotable parts change was indicated tt 1849359 sn off 00465drive assy sl off 59 2550 9 0008 0465 on 59 2550 9 0008 2068
2352,fwd cargo loading system inop ,0.2664693550105969,found no power to control unit cargo bay ceiling replaced r670relay wd 25 51 11 no help needs more ts
2353,fwd cargo loading system inop ,0.2664693550105969,cleaned and adjusted forward cargo door switch s960 reactivated fwdcargo comp loading sys op s check good amm 25 51 39 800 802 placard removed 
2354,door 2r slide needs repack,0.13074409009212287,ref amm task 25 66 01 400 801 accomplished alignment of thevelcro strips to the backing pan shelf verfied safety pin notinstalled rii by 181404 
2355,aft lavatory left toilet paper holder detached,0.17118419700436543,installed new paper older
2356,fire exting clamp bent,0.27850332594800875,replaced fire ext bracket assy 
2357,window shade 30a torn inop ,0.1698415551216896,replaced shade 
2358,lav d aft lft tissue dispenser jammed,0.1790287185098585,latch adjusted ops chs normal
2359,aft cargo carpet loader does not unload,0.21726204731337073,found door safety switch activated adjusted and system ops ckgood 
2360,seat 36d headrest broken,0.11322770341445974,re installed headrest at 36d ok for service 
2361,seat 10e life preserver and case ripped loose from bottom ,0.2157167429764783,replaced vest case sealed placard removed 
2362,seat cushions and seat belts at 23 b c are soiledand need replacement ,0.2567762955065481,r r seat cushions and belts 
2363,stowbin at 37th row key lock broken,0.18490006540840997,replaced lock ops o k 
2364,fwd cargo sliding carpet system inop ,0.2687419249432853,found safety flap switch depressed reset switch forward cargo sliding sys operates normal
2365,fwd cargo net missing fastener,0.30024028838453876,removed and replaced cargo net ops ok
2366,seat 12a headrest broken off,0.1961161351381843,replaced 12 metal headrest assy 
2367,door 1l oxygen storage compartment door wont lock ,0.2894143807081535,adjusted upper latch ops check normal 
2368,item created for delay reporting flight crew hold boarding due to water leaking from aft galley area ,0.31136029906544754,juf sent
2369,life vest seal is missing from spare life vest bag,0.2420910130675213,installed life vest seal on spare life vest bag
2370,life vest container detached from seat 20f ,0.3673591791853231,resecured lifevest container as required okay to continue 
2371,23d recline button stuck won t stay upright ,0.19985201625794766,removed and reinstalled recline button ops check good 
2372,after door closure as fa s were arming slide they noticeda cable and small clip hanging outside of the slide raff onmain cabin door 1left ,0.3181582090733566,reattached bonding jumper iaw amm 25 66 01 000 801 note f page 7 rii accomplished by inspector file no 113715 
2373,seat 32c seatback pocket has come off,0.3113761843897643,seatback pocket at seat 32c reinstalled and secured 
2374,after pushback jet way pulled ramp reported forward cargo safetyflap broken,0.26688025634181217,replaced forward cargo safety flap okay for svc
2375,window shades seat 20f and 21f are damaged actual emp is u225426,0.21182963643408118,replaced window shade at 21f ref amm 52 22 00 580 placed window shade at 20f on pla 
2376,blood pressure cuff used ,0.2001601922563592,replaced blood pressure cuff per amm 25 64 00 
2377,blood pressure cuff used ,0.2001601922563592,replaced bp cuff 
2378,blood pressure cuff used ,0.2001601922563592,replaced blood pressure cuff and installed in stowage box 
2379,deactivated sticker missing from boeing flight deck door control panel ,0.4117581097845102,installed deact decal on flight deck door control panel iaw boeing 737 789 amm 11 32 02 a c okay for service placard removed
2380,seat 27a window sgade popped out ,0.1790287185098585,replaced window shade ops check ok
2381,seat 28f wont stay upright,0.1961161351381843,replaced recline button on 28f ops check good placard removed
2382,seat 36a headrest cover cushion detached ,0.32357511446471754,reinstalled headrest cover at 36a
2383,seat recline inoperable 15c,0.1334401281709061,adjusted seat button at 15c ops check good 
2384,no extended delay kit on board,0.11322770341445974,scrubs notified of kit and will replace
2385,seat cushion covers at 12a and 30c are soiled employee v897595 no good smf,0.33011264588676287,seat cushion covers at 12a and 30c replaced as required employee v897595 no good smf
2386,inbd forward cargo safety flap limit switch flap is broken,0.23372319715296258,replaced safety flap hinge ops ok
2387,34e seat cushion needs replacing,0.27850332594800875,replaced cover
2388,38 f d e seats have very sharp protunding metal from the armrest hinge,0.253184841770917,r r seat armrest middle bracket seats ops checks good no metalsharp objects showing 
2389,first officers chair will not adjust up or down seems like thehandle isnt connected,0.3962969619506091,r r fo s seat assembly i a w amm 25 11 01 ops check normal no faults noted okay to continuerotable parts change was indicated tt 1466592 sn off 00120seat crew 1st off 29 2511 9 0001 0120 on 29 2511 9 0001 2290
2390,seat 31a needs new cushion,0.18490006540840997,cleaned seat cushion as required okay for service sceptre did nor recognize emp v902172 64383 used for entering purposes only 
